edition,sport,event,athlete_id
2004 Summer Olympics,Trampolining,"Individual, Men",108554
2004 Summer Olympics,Trampolining,"Individual, Women",108567
1896 Summer Olympics,Athletics,"100 metres, Men",78676
1896 Summer Olympics,Athletics,"100 metres, Men",71310
1896 Summer Olympics,Athletics,"400 metres, Men",69073
1896 Summer Olympics,Athletics,"800 metres, Men",70737
1896 Summer Olympics,Athletics,"1,500 metres, Men",42186
1896 Summer Olympics,Athletics,"Marathon, Men",71190
1896 Summer Olympics,Athletics,"Pole Vault, Men",70860
1896 Summer Olympics,Athletics,"Long Jump, Men",78257
1896 Summer Olympics,Athletics,"Triple Jump, Men",70830
1896 Summer Olympics,Athletics,"Shot Put, Men",70824
1896 Summer Olympics,Athletics,"Discus Throw, Men",55911
1900 Summer Olympics,Athletics,"60 metres, Men",64789
1900 Summer Olympics,Athletics,"100 metres, Men",64789
1900 Summer Olympics,Athletics,"200 metres, Men",64789
1900 Summer Olympics,Athletics,"400 metres, Men",66990
1900 Summer Olympics,Athletics,"800 metres, Men",78501
1900 Summer Olympics,Athletics,"1,500 metres, Men",78143
1900 Summer Olympics,Athletics,"Marathon, Men",76143
1900 Summer Olympics,Athletics,"110 metres Hurdles, Men",78800
1900 Summer Olympics,Athletics,"200 metres Hurdles, Men",79119
1900 Summer Olympics,Athletics,"400 metres Hurdles, Men",66202
1900 Summer Olympics,Athletics,"2,500 metres Steeplechase, Men",68121
1900 Summer Olympics,Athletics,"4,000 metres Steeplechase, Men",69446
1900 Summer Olympics,Athletics,"High Jump, Men",71161
1900 Summer Olympics,Athletics,"Standing High Jump, Men",79028
1900 Summer Olympics,Athletics,"Pole Vault, Men",74102
1900 Summer Olympics,Athletics,"Long Jump, Men",69236
1900 Summer Olympics,Athletics,"Standing Long Jump, Men",68529
1900 Summer Olympics,Athletics,"Triple Jump, Men",79028
1900 Summer Olympics,Athletics,"Standing Triple Jump, Men",78439
1900 Summer Olympics,Athletics,"Shot Put, Men",78439
1900 Summer Olympics,Athletics,"Discus Throw, Men",79029
1900 Summer Olympics,Athletics,"Hammer Throw, Men",78759
1904 Summer Olympics,Athletics,"60 metres, Men",78817
1904 Summer Olympics,Athletics,"100 metres, Men",78562
1904 Summer Olympics,Athletics,"200 metres, Men",78562
1904 Summer Olympics,Athletics,"400 metres, Men",78483
1904 Summer Olympics,Athletics,"800 metres, Men",78145
1904 Summer Olympics,Athletics,"1,500 metres, Men",78536
1904 Summer Olympics,Athletics,"Marathon, Men",78841
1904 Summer Olympics,Athletics,"110 metres Hurdles, Men",78049
1904 Summer Olympics,Athletics,"200 metres Hurdles, Men",78903
1904 Summer Olympics,Athletics,"400 metres Hurdles, Men",78903
1904 Summer Olympics,Athletics,"2,590 metres Steeplechase, Men",78841
1904 Summer Olympics,Athletics,"High Jump, Men",70581
1904 Summer Olympics,Athletics,"Standing High Jump, Men",78958
1904 Summer Olympics,Athletics,"Pole Vault, Men",79192
1904 Summer Olympics,Athletics,"Long Jump, Men",79087
1904 Summer Olympics,Athletics,"Standing Long Jump, Men",78114
1904 Summer Olympics,Athletics,"Triple Jump, Men",79087
1904 Summer Olympics,Athletics,"Standing Triple Jump, Men",79085
1904 Summer Olympics,Athletics,"Shot Put, Men",18265
1904 Summer Olympics,Athletics,"Discus Throw, Men",70733
1904 Summer Olympics,Athletics,"Hammer Throw, Men",78977
1904 Summer Olympics,Athletics,"56-pound Weight Throw, Men",18277
1904 Summer Olympics,Athletics,"All-Around Championship, Men",78514
1908 Summer Olympics,Athletics,"100 metres, Men",66116
1908 Summer Olympics,Athletics,"200 metres, Men",78210
1908 Summer Olympics,Athletics,"800 metres, Men",70178
1908 Summer Olympics,Athletics,"1,500 metres, Men",69103
1908 Summer Olympics,Athletics,"5 miles, Men",76404
1908 Summer Olympics,Athletics,"Marathon, Men",78406
1908 Summer Olympics,Athletics,"110 metres Hurdles, Men",79024
1908 Summer Olympics,Athletics,"400 metres Hurdles, Men",69541
1908 Summer Olympics,Athletics,"3,200 metres Steeplechase, Men",78366
1908 Summer Olympics,Athletics,"3,500 metres Race Walk, Men",64719
1908 Summer Olympics,Athletics,"10 miles Race Walk, Men",69501
1908 Summer Olympics,Athletics,"1,600 metres Medley Relay, Men",71276
1908 Summer Olympics,Athletics,"3 miles, Team, Men",68198
1908 Summer Olympics,Athletics,"Pole Vault, Men",76418
1908 Summer Olympics,Athletics,"Pole Vault, Men",65950
1908 Summer Olympics,Athletics,"Pole Vault, Men",78593
1908 Summer Olympics,Athletics,"Long Jump, Men",65972
1908 Summer Olympics,Athletics,"Standing Long Jump, Men",79031
1908 Summer Olympics,Athletics,"Triple Jump, Men",74179
1908 Summer Olympics,Athletics,"Shot Put, Men",78438
1908 Summer Olympics,Athletics,"Discus Throw, Men",78571
1908 Summer Olympics,Athletics,"Discus Throw, Greek Style, Men",67619
1908 Summer Olympics,Athletics,"Hammer Throw, Men",66270
1908 Summer Olympics,Athletics,"Javelin Throw, Men",76326
1908 Summer Olympics,Athletics,"Javelin Throw, Freestyle, Men",74144
1912 Summer Olympics,Athletics,"100 metres, Men",78705
1912 Summer Olympics,Athletics,"200 metres, Men",68844
1912 Summer Olympics,Athletics,"400 metres, Men",78701
1912 Summer Olympics,Athletics,"800 metres, Men",78294
1912 Summer Olympics,Athletics,"1,500 metres, Men",79107
1912 Summer Olympics,Athletics,"5,000 metres, Men",69177
1912 Summer Olympics,Athletics,"10,000 metres, Men",67814
1912 Summer Olympics,Athletics,"Marathon, Men",79101
1912 Summer Olympics,Athletics,"Cross-Country, Individual, Men",76115
1912 Summer Olympics,Athletics,"Cross-Country, Team, Men",69072
1912 Summer Olympics,Athletics,"110 metres Hurdles, Men",78528
1912 Summer Olympics,Athletics,"10 kilometres Race Walk, Men",71833
1912 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",69496
1912 Summer Olympics,Athletics,"3,000 metres, Team, Men",69365
1912 Summer Olympics,Athletics,"High Jump, Men",78569
1912 Summer Olympics,Athletics,"Standing High Jump, Men",70865
1912 Summer Olympics,Athletics,"Pole Vault, Men",78827
1912 Summer Olympics,Athletics,"Pole Vault, Men",76432
1912 Summer Olympics,Athletics,"Pole Vault, Men",66080
1912 Summer Olympics,Athletics,"Long Jump, Men",76026
1912 Summer Olympics,Athletics,"Standing Long Jump, Men",78026
1912 Summer Olympics,Athletics,"Triple Jump, Men",76040
1912 Summer Olympics,Athletics,"Shot Put, Men",79186
1912 Summer Olympics,Athletics,"Shot Put, Both Hands, Men",67725
1912 Summer Olympics,Athletics,"Discus Throw, Men",78349
1912 Summer Olympics,Athletics,"Discus Throw, Both Hands, Men",76296
1912 Summer Olympics,Athletics,"Hammer Throw, Men",78222
1912 Summer Olympics,Athletics,"Javelin Throw, Men",71200
1912 Summer Olympics,Athletics,"Javelin Throw, Both Hands, Men",67739
1912 Summer Olympics,Athletics,"Decathlon, Men",76193
1912 Summer Olympics,Athletics,"Pentathlon, Men",66140
1920 Summer Olympics,Athletics,"100 metres, Men",69027
1920 Summer Olympics,Athletics,"200 metres, Men",69027
1920 Summer Olympics,Athletics,"400 metres, Men",76126
1920 Summer Olympics,Athletics,"800 metres, Men",75317
1920 Summer Olympics,Athletics,"1,500 metres, Men",79035
1920 Summer Olympics,Athletics,"5,000 metres, Men",76057
1920 Summer Olympics,Athletics,"10,000 metres, Men",69608
1920 Summer Olympics,Athletics,"Cross-Country, Individual, Men",67687
1920 Summer Olympics,Athletics,"Cross-Country, Team, Men",76119
1920 Summer Olympics,Athletics,"Marathon, Men",71842
1920 Summer Olympics,Athletics,"110 metres Hurdles, Men",78830
1920 Summer Olympics,Athletics,"400 metres Hurdles, Men",78320
1920 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",71834
1920 Summer Olympics,Athletics,"3,000 metres Race Walk, Men",78939
1920 Summer Olympics,Athletics,"10 kilometres Race Walk, Men",69096
1920 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",76376
1920 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",68190
1920 Summer Olympics,Athletics,"3,000 metres, Team, Men",76057
1920 Summer Olympics,Athletics,"High Jump, Men",76116
1920 Summer Olympics,Athletics,"Pole Vault, Men",78833
1920 Summer Olympics,Athletics,"Long Jump, Men",76028
1920 Summer Olympics,Athletics,"Triple Jump, Men",76040
1920 Summer Olympics,Athletics,"Shot Put, Men",78707
1920 Summer Olympics,Athletics,"Discus Throw, Men",78906
1920 Summer Olympics,Athletics,"Hammer Throw, Men",78102
1920 Summer Olympics,Athletics,"56-pound Weight Throw, Men",76257
1920 Summer Olympics,Athletics,"Javelin Throw, Men",67607
1920 Summer Olympics,Athletics,"Decathlon, Men",76341
1920 Summer Olympics,Athletics,"Pentathlon, Men",67666
1924 Summer Olympics,Athletics,"100 metres, Men",74341
1924 Summer Olympics,Athletics,"200 metres, Men",69245
1924 Summer Olympics,Athletics,"400 metres, Men",68934
1924 Summer Olympics,Athletics,"800 metres, Men",78372
1924 Summer Olympics,Athletics,"1,500 metres, Men",69505
1924 Summer Olympics,Athletics,"5,000 metres, Men",76449
1924 Summer Olympics,Athletics,"10,000 metres, Men",67548
1924 Summer Olympics,Athletics,"Cross-Country, Individual, Men",78618
1924 Summer Olympics,Athletics,"Cross-Country, Team, Men",68195
1924 Summer Olympics,Athletics,"Marathon, Men",78317
1924 Summer Olympics,Athletics,"110 metres Hurdles, Men",76360
1924 Summer Olympics,Athletics,"400 metres Hurdles, Men",78952
1924 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",68084
1924 Summer Olympics,Athletics,"10 kilometres Race Walk, Men",75295
1924 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",73853
1924 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",922923
1924 Summer Olympics,Athletics,"3,000 metres, Team, Men",78680
1924 Summer Olympics,Athletics,"High Jump, Men",68369
1924 Summer Olympics,Athletics,"Pole Vault, Men",78154
1924 Summer Olympics,Athletics,"Long Jump, Men",74149
1924 Summer Olympics,Athletics,"Triple Jump, Men",67860
1924 Summer Olympics,Athletics,"Shot Put, Men",78556
1924 Summer Olympics,Athletics,"Discus Throw, Men",78696
1924 Summer Olympics,Athletics,"Hammer Throw, Men",69350
1924 Summer Olympics,Athletics,"Javelin Throw, Men",78851
1924 Summer Olympics,Athletics,"Decathlon, Men",67340
1924 Summer Olympics,Athletics,"Pentathlon, Men",78688
1928 Summer Olympics,Athletics,"100 metres, Men",70374
1928 Summer Olympics,Athletics,"200 metres, Men",70371
1928 Summer Olympics,Athletics,"400 metres, Men",70186
1928 Summer Olympics,Athletics,"800 metres, Men",70219
1928 Summer Olympics,Athletics,"1,500 metres, Men",67757
1928 Summer Olympics,Athletics,"5,000 metres, Men",76449
1928 Summer Olympics,Athletics,"10,000 metres, Men",76449
1928 Summer Olympics,Athletics,"Marathon, Men",67703
1928 Summer Olympics,Athletics,"110 metres Hurdles, Men",78249
1928 Summer Olympics,Athletics,"400 metres Hurdles, Men",79115
1928 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",67542
1928 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",69413
1928 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",66141
1928 Summer Olympics,Athletics,"High Jump, Men",68403
1928 Summer Olympics,Athletics,"Pole Vault, Men",78763
1928 Summer Olympics,Athletics,"Long Jump, Men",78087
1928 Summer Olympics,Athletics,"Triple Jump, Men",67860
1928 Summer Olympics,Athletics,"Shot Put, Men",70292
1928 Summer Olympics,Athletics,"Discus Throw, Men",78266
1928 Summer Olympics,Athletics,"Hammer Throw, Men",78116
1928 Summer Olympics,Athletics,"Javelin Throw, Men",74232
1928 Summer Olympics,Athletics,"Decathlon, Men",78330
1928 Summer Olympics,Athletics,"100 metres, Women",65923
1928 Summer Olympics,Athletics,"800 metres, Women",75989
1928 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",70102
1928 Summer Olympics,Athletics,"High Jump, Women",78011
1928 Summer Olympics,Athletics,"Discus Throw, Women",76017
1932 Summer Olympics,Athletics,"100 metres, Men",70322
1932 Summer Olympics,Athletics,"200 metres, Men",78787
1932 Summer Olympics,Athletics,"400 metres, Men",66280
1932 Summer Olympics,Athletics,"800 metres, Men",66030
1932 Summer Olympics,Athletics,"1,500 metres, Men",66030
1932 Summer Olympics,Athletics,"5,000 metres, Men",67874
1932 Summer Olympics,Athletics,"10,000 metres, Men",67874
1932 Summer Olympics,Athletics,"Marathon, Men",67848
1932 Summer Olympics,Athletics,"110 metres Hurdles, Men",69052
1932 Summer Olympics,Athletics,"400 metres Hurdles, Men",79115
1932 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",78757
1932 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",71982
1932 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",72128
1932 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",66030
1932 Summer Olympics,Athletics,"High Jump, Men",74549
1932 Summer Olympics,Athletics,"Pole Vault, Men",78600
1932 Summer Olympics,Athletics,"Long Jump, Men",72553
1932 Summer Olympics,Athletics,"Triple Jump, Men",72582
1932 Summer Olympics,Athletics,"Shot Put, Men",76603
1932 Summer Olympics,Athletics,"Discus Throw, Men",68559
1932 Summer Olympics,Athletics,"Hammer Throw, Men",79234
1932 Summer Olympics,Athletics,"Javelin Throw, Men",67741
1932 Summer Olympics,Athletics,"Decathlon, Men",70212
1932 Summer Olympics,Athletics,"100 metres, Women",77997
1932 Summer Olympics,Athletics,"80 metres Hurdles, Women",75229
1932 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",68670
1932 Summer Olympics,Athletics,"High Jump, Women",65838
1932 Summer Olympics,Athletics,"Discus Throw, Women",74662
1932 Summer Olympics,Athletics,"Javelin Throw, Women",69980
1936 Summer Olympics,Athletics,"100 metres, Men",73863
1936 Summer Olympics,Athletics,"200 metres, Men",73863
1936 Summer Olympics,Athletics,"400 metres, Men",78720
1936 Summer Olympics,Athletics,"800 metres, Men",66030
1936 Summer Olympics,Athletics,"1,500 metres, Men",71852
1936 Summer Olympics,Athletics,"5,000 metres, Men",76225
1936 Summer Olympics,Athletics,"10,000 metres, Men",67601
1936 Summer Olympics,Athletics,"Marathon, Men",72554
1936 Summer Olympics,Athletics,"110 metres Hurdles, Men",78904
1936 Summer Olympics,Athletics,"400 metres Hurdles, Men",74553
1936 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",70209
1936 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",73074
1936 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",70173
1936 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",70410
1936 Summer Olympics,Athletics,"High Jump, Men",79126
1936 Summer Olympics,Athletics,"Pole Vault, Men",72565
1936 Summer Olympics,Athletics,"Long Jump, Men",72623
1936 Summer Olympics,Athletics,"Triple Jump, Men",64744
1936 Summer Olympics,Athletics,"Shot Put, Men",70540
1936 Summer Olympics,Athletics,"Discus Throw, Men",72066
1936 Summer Olympics,Athletics,"Hammer Throw, Men",76441
1936 Summer Olympics,Athletics,"Javelin Throw, Men",67849
1936 Summer Olympics,Athletics,"Decathlon, Men",78876
1936 Summer Olympics,Athletics,"100 metres, Women",70035
1936 Summer Olympics,Athletics,"80 metres Hurdles, Women",65928
1936 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",65822
1936 Summer Olympics,Athletics,"High Jump, Women",70020
1936 Summer Olympics,Athletics,"Discus Throw, Women",70062
1936 Summer Olympics,Athletics,"Javelin Throw, Women",74627
1948 Summer Olympics,Athletics,"100 metres, Men",74452
1948 Summer Olympics,Athletics,"200 metres, Men",74452
1948 Summer Olympics,Athletics,"400 metres, Men",79185
1948 Summer Olympics,Athletics,"800 metres, Men",68288
1948 Summer Olympics,Athletics,"1,500 metres, Men",73874
1948 Summer Olympics,Athletics,"5,000 metres, Men",73874
1948 Summer Olympics,Athletics,"10,000 metres, Men",76036
1948 Summer Olympics,Athletics,"Marathon, Men",65193
1948 Summer Olympics,Athletics,"110 metres Hurdles, Men",78326
1948 Summer Olympics,Athletics,"400 metres Hurdles, Men",76251
1948 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",76176
1948 Summer Olympics,Athletics,"10 kilometres Race Walk, Men",75908
1948 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",69197
1948 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",72058
1948 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",76042
1948 Summer Olympics,Athletics,"High Jump, Men",79088
1948 Summer Olympics,Athletics,"Pole Vault, Men",78946
1948 Summer Olympics,Athletics,"Long Jump, Men",78334
1948 Summer Olympics,Athletics,"Triple Jump, Men",77021
1948 Summer Olympics,Athletics,"Shot Put, Men",78426
1948 Summer Olympics,Athletics,"Discus Throw, Men",78462
1948 Summer Olympics,Athletics,"Hammer Throw, Men",78105
1948 Summer Olympics,Athletics,"Javelin Throw, Men",71329
1948 Summer Olympics,Athletics,"Decathlon, Men",79043
1948 Summer Olympics,Athletics,"100 metres, Women",64579
1948 Summer Olympics,Athletics,"200 metres, Women",77934
1948 Summer Olympics,Athletics,"80 metres Hurdles, Women",64579
1948 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",65892
1948 Summer Olympics,Athletics,"High Jump, Women",67992
1948 Summer Olympics,Athletics,"Long Jump, Women",75998
1948 Summer Olympics,Athletics,"Shot Put, Women",64868
1948 Summer Olympics,Athletics,"Discus Throw, Women",67980
1948 Summer Olympics,Athletics,"Javelin Throw, Women",66879
1952 Summer Olympics,Athletics,"100 metres, Men",68854
1952 Summer Olympics,Athletics,"200 metres, Men",78441
1952 Summer Olympics,Athletics,"400 metres, Men",78744
1952 Summer Olympics,Athletics,"800 metres, Men",70556
1952 Summer Olympics,Athletics,"1,500 metres, Men",70390
1952 Summer Olympics,Athletics,"5,000 metres, Men",70477
1952 Summer Olympics,Athletics,"10,000 metres, Men",77354
1952 Summer Olympics,Athletics,"Marathon, Men",76211
1952 Summer Olympics,Athletics,"110 metres Hurdles, Men",78075
1952 Summer Olympics,Athletics,"400 metres Hurdles, Men",74311
1952 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",69014
1952 Summer Olympics,Athletics,"10 kilometres Race Walk, Men",77476
1952 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",71266
1952 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",71157
1952 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",70193
1952 Summer Olympics,Athletics,"High Jump, Men",65526
1952 Summer Olympics,Athletics,"Pole Vault, Men",76285
1952 Summer Olympics,Athletics,"Long Jump, Men",71148
1952 Summer Olympics,Athletics,"Triple Jump, Men",79265
1952 Summer Olympics,Athletics,"Shot Put, Men",78426
1952 Summer Olympics,Athletics,"Discus Throw, Men",78325
1952 Summer Olympics,Athletics,"Hammer Throw, Men",71246
1952 Summer Olympics,Athletics,"Javelin Throw, Men",67593
1952 Summer Olympics,Athletics,"Decathlon, Men",79043
1952 Summer Olympics,Athletics,"100 metres, Women",64579
1952 Summer Olympics,Athletics,"200 metres, Women",77221
1952 Summer Olympics,Athletics,"80 metres Hurdles, Women",70095
1952 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",68639
1952 Summer Olympics,Athletics,"High Jump, Women",77179
1952 Summer Olympics,Athletics,"Long Jump, Women",68621
1952 Summer Olympics,Athletics,"Shot Put, Women",77326
1952 Summer Olympics,Athletics,"Discus Throw, Women",77186
1952 Summer Olympics,Athletics,"Javelin Throw, Women",77198
1956 Summer Olympics,Athletics,"100 metres, Men",64704
1956 Summer Olympics,Athletics,"200 metres, Men",78067
1956 Summer Olympics,Athletics,"400 metres, Men",67581
1956 Summer Olympics,Athletics,"400 metres, Men",77452
1956 Summer Olympics,Athletics,"800 metres, Men",74114
1956 Summer Olympics,Athletics,"1,500 metres, Men",64724
1956 Summer Olympics,Athletics,"5,000 metres, Men",69180
1956 Summer Olympics,Athletics,"10,000 metres, Men",64727
1956 Summer Olympics,Athletics,"Marathon, Men",67630
1956 Summer Olympics,Athletics,"110 metres Hurdles, Men",79021
1956 Summer Olympics,Athletics,"400 metres Hurdles, Men",78284
1956 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",74180
1956 Summer Olympics,Athletics,"20 kilometres Race Walk, Men",77476
1956 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",76279
1956 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",70449
1956 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",69458
1956 Summer Olympics,Athletics,"High Jump, Men",77485
1956 Summer Olympics,Athletics,"Pole Vault, Men",70841
1956 Summer Olympics,Athletics,"Long Jump, Men",67865
1956 Summer Olympics,Athletics,"Triple Jump, Men",77512
1956 Summer Olympics,Athletics,"Shot Put, Men",76699
1956 Summer Olympics,Athletics,"Discus Throw, Men",78663
1956 Summer Olympics,Athletics,"Hammer Throw, Men",77622
1956 Summer Olympics,Athletics,"Javelin Throw, Men",77692
1956 Summer Olympics,Athletics,"Decathlon, Men",77527
1956 Summer Olympics,Athletics,"100 metres, Women",64551
1956 Summer Olympics,Athletics,"200 metres, Women",64551
1956 Summer Olympics,Athletics,"80 metres Hurdles, Women",64580
1956 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",77958
1956 Summer Olympics,Athletics,"Long Jump, Women",77221
1956 Summer Olympics,Athletics,"Shot Put, Women",70126
1956 Summer Olympics,Athletics,"Discus Throw, Women",77292
1956 Summer Olympics,Athletics,"Javelin Throw, Women",77230
1960 Summer Olympics,Athletics,"100 metres, Men",69409
1960 Summer Olympics,Athletics,"200 metres, Men",68502
1960 Summer Olympics,Athletics,"400 metres, Men",75324
1960 Summer Olympics,Athletics,"800 metres, Men",72297
1960 Summer Olympics,Athletics,"1,500 metres, Men",71268
1960 Summer Olympics,Athletics,"5,000 metres, Men",74884
1960 Summer Olympics,Athletics,"10,000 metres, Men",64775
1960 Summer Olympics,Athletics,"Marathon, Men",74324
1960 Summer Olympics,Athletics,"110 metres Hurdles, Men",78624
1960 Summer Olympics,Athletics,"400 metres Hurdles, Men",78575
1960 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",77618
1960 Summer Olympics,Athletics,"20 kilometres Race Walk, Men",69552
1960 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",72077
1960 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",923385
1960 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",72297
1960 Summer Olympics,Athletics,"High Jump, Men",79121
1960 Summer Olympics,Athletics,"Pole Vault, Men",67671
1960 Summer Olympics,Athletics,"Long Jump, Men",77684
1960 Summer Olympics,Athletics,"Triple Jump, Men",77512
1960 Summer Olympics,Athletics,"Shot Put, Men",78710
1960 Summer Olympics,Athletics,"Discus Throw, Men",78239
1960 Summer Olympics,Athletics,"Hammer Throw, Men",74828
1960 Summer Olympics,Athletics,"Javelin Throw, Men",71213
1960 Summer Olympics,Athletics,"Decathlon, Men",77527
1960 Summer Olympics,Athletics,"100 metres, Women",71774
1960 Summer Olympics,Athletics,"200 metres, Women",68686
1960 Summer Olympics,Athletics,"800 metres, Women",69648
1960 Summer Olympics,Athletics,"80 metres Hurdles, Women",69694
1960 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",70089
1960 Summer Olympics,Athletics,"Long Jump, Women",69646
1960 Summer Olympics,Athletics,"Shot Put, Women",77769
1960 Summer Olympics,Athletics,"Discus Throw, Women",75130
1960 Summer Olympics,Athletics,"Javelin Throw, Women",77333
1964 Summer Olympics,Athletics,"100 metres, Men",66105
1964 Summer Olympics,Athletics,"200 metres, Men",76936
1964 Summer Olympics,Athletics,"400 metres, Men",74674
1964 Summer Olympics,Athletics,"800 metres, Men",72777
1964 Summer Olympics,Athletics,"1,500 metres, Men",74301
1964 Summer Olympics,Athletics,"5,000 metres, Men",78315
1964 Summer Olympics,Athletics,"10,000 metres, Men",64643
1964 Summer Olympics,Athletics,"Marathon, Men",72647
1964 Summer Olympics,Athletics,"110 metres Hurdles, Men",77564
1964 Summer Olympics,Athletics,"400 metres Hurdles, Men",72059
1964 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",77378
1964 Summer Olympics,Athletics,"20 kilometres Race Walk, Men",77438
1964 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",76362
1964 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",68179
1964 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",76922
1964 Summer Olympics,Athletics,"High Jump, Men",78926
1964 Summer Olympics,Athletics,"Pole Vault, Men",70378
1964 Summer Olympics,Athletics,"Long Jump, Men",77684
1964 Summer Olympics,Athletics,"Triple Jump, Men",77511
1964 Summer Olympics,Athletics,"Shot Put, Men",71328
1964 Summer Olympics,Athletics,"Discus Throw, Men",79175
1964 Summer Olympics,Athletics,"Hammer Throw, Men",70155
1964 Summer Olympics,Athletics,"Javelin Throw, Men",77549
1964 Summer Olympics,Athletics,"Decathlon, Men",70570
1964 Summer Olympics,Athletics,"100 metres, Women",74620
1964 Summer Olympics,Athletics,"200 metres, Women",64483
1964 Summer Olympics,Athletics,"400 metres, Women",64478
1964 Summer Olympics,Athletics,"800 metres, Women",74261
1964 Summer Olympics,Athletics,"80 metres Hurdles, Women",64535
1964 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",68778
1964 Summer Olympics,Athletics,"High Jump, Women",77175
1964 Summer Olympics,Athletics,"Long Jump, Women",77306
1964 Summer Olympics,Athletics,"Shot Put, Women",77336
1964 Summer Olympics,Athletics,"Discus Throw, Women",75130
1964 Summer Olympics,Athletics,"Javelin Throw, Women",77198
1964 Summer Olympics,Athletics,"Pentathlon, Women",77174
1968 Summer Olympics,Athletics,"100 metres, Men",78477
1968 Summer Olympics,Athletics,"200 metres, Men",78197
1968 Summer Olympics,Athletics,"400 metres, Men",78418
1968 Summer Olympics,Athletics,"800 metres, Men",78390
1968 Summer Olympics,Athletics,"1,500 metres, Men",70552
1968 Summer Olympics,Athletics,"5,000 metres, Men",72853
1968 Summer Olympics,Athletics,"10,000 metres, Men",76964
1968 Summer Olympics,Athletics,"Marathon, Men",74352
1968 Summer Olympics,Athletics,"110 metres Hurdles, Men",72071
1968 Summer Olympics,Athletics,"400 metres Hurdles, Men",69479
1968 Summer Olympics,Athletics,"3,000 metres Steeplechase, Men",79227
1968 Summer Olympics,Athletics,"20 kilometres Race Walk, Men",77660
1968 Summer Olympics,Athletics,"50 kilometres Race Walk, Men",79230
1968 Summer Olympics,Athletics,"4 × 100 metres Relay, Men",68046
1968 Summer Olympics,Athletics,"4 × 400 metres Relay, Men",70319
1968 Summer Olympics,Athletics,"High Jump, Men",77436
1968 Summer Olympics,Athletics,"Pole Vault, Men",69849
1968 Summer Olympics,Athletics,"Long Jump, Men",78130
1968 Summer Olympics,Athletics,"Triple Jump, Men",71991
1968 Summer Olympics,Athletics,"Shot Put, Men",77451
1968 Summer Olympics,Athletics,"Discus Throw, Men",76597
1968 Summer Olympics,Athletics,"Hammer Throw, Men",71221
1968 Summer Olympics,Athletics,"Javelin Throw, Men",71213
1968 Summer Olympics,Athletics,"Decathlon, Men",70151
1968 Summer Olympics,Athletics,"100 metres, Women",74618
1968 Summer Olympics,Athletics,"200 metres, Women",64538
1968 Summer Olympics,Athletics,"400 metres, Women",77172
1968 Summer Olympics,Athletics,"800 metres, Women",73731
1968 Summer Olympics,Athletics,"80 metres Hurdles, Women",76844
1968 Summer Olympics,Athletics,"4 × 100 metres Relay, Women",77170
1968 Summer Olympics,Athletics,"High Jump, Women",77236
1968 Summer Olympics,Athletics,"Long Jump, Women",77322
1968 Summer Olympics,Athletics,"Shot Put, Women",77177
